Order,Family,Genus,Species,Subspecies,Author,FullnameWithAuthor,Category
Rodentia,Muridae,Lophuromys,luteogaster,,"Hatt, 1934","Lophuromys luteogaster Hatt, 1934",Species
Rodentia,Muridae,Lophuromys,medicaudatus,,"Dieterlen, 1975","Lophuromys medicaudatus Dieterlen, 1975",Species
Rodentia,Muridae,Lophuromys,melanonyx,,"F. Petter, 1972","Lophuromys melanonyx F. Petter, 1972",Species
Rodentia,Muridae,Lophuromys,nudicaudus,,"Heller, 1911","Lophuromys nudicaudus Heller, 1911",Species
Rodentia,Muridae,Lophuromys,rahmi,,"Verheyen, 1964","Lophuromys rahmi Verheyen, 1964",Species
Rodentia,Muridae,Lophuromys,roseveari,,"W. Verheyen, Hulselmans, Colyn, and Hutterer, 1997","Lophuromys roseveari W. Verheyen, Hulselmans, Colyn, and Hutterer, 1997",Species
Rodentia,Muridae,Lophuromys,sikapusi,,"Temminck, 1853","Lophuromys sikapusi Temminck, 1853",Species
Rodentia,Muridae,Lophuromys,verhageni,,"W. Verheyen, Hulselmans, Dierckx, and E. Verheyen, 2002","Lophuromys verhageni W. Verheyen, Hulselmans, Dierckx, and E. Verheyen, 2002",Species
Rodentia,Muridae,Lophuromys,woosnami,,"Thomas, 1906","Lophuromys woosnami Thomas, 1906",Species
Rodentia,Muridae,Lophuromys,zena,,"Dollman, 1909","Lophuromys zena Dollman, 1909",Species
Rodentia,Muridae,Uranomys,,,"Dollman, 1909","Uranomys Dollman, 1909",Genus
Rodentia,Muridae,Uranomys,ruddi,,"Dollman, 1909","Uranomys ruddi Dollman, 1909",Species
Rodentia,Muridae,Ammodillus,,,"Thomas, 1904","Ammodillus Thomas, 1904",Genus
Rodentia,Muridae,Ammodillus,imbellis,,"de Winton, 1898","Ammodillus imbellis de Winton, 1898",Species
Rodentia,Muridae,Brachiones,,,"Thomas, 1925","Brachiones Thomas, 1925",Genus
Rodentia,Muridae,Brachiones,przewalskii,,"Büchner, 1889","Brachiones przewalskii Büchner, 1889",Species
Rodentia,Muridae,Desmodilliscus,,,"Wettstein, 1916","Desmodilliscus Wettstein, 1916",Genus
Rodentia,Muridae,Desmodilliscus,braueri,,"Wettstein, 1916","Desmodilliscus braueri Wettstein, 1916",Species
Rodentia,Muridae,Desmodillus,,,"Thomas and Schwann, 1904","Desmodillus Thomas and Schwann, 1904",Genus
Rodentia,Muridae,Desmodillus,auricularis,,"Smith, 1834","Desmodillus auricularis Smith, 1834",Species
Rodentia,Muridae,Dipodillus,,,"Lataste, 1881","Dipodillus Lataste, 1881",Genus
Rodentia,Muridae,Dipodillus,bottai,,"Lataste, 1882","Dipodillus bottai Lataste, 1882",Species
Rodentia,Muridae,Dipodillus,campestris,,"Loche, 1867","Dipodillus campestris Loche, 1867",Species
Rodentia,Muridae,Dipodillus,dasyurus,,"Wagner, 1842","Dipodillus dasyurus Wagner, 1842",Species
Rodentia,Muridae,Dipodillus,harwoodi,,"Thomas, 1901","Dipodillus harwoodi Thomas, 1901",Species
Rodentia,Muridae,Dipodillus,jamesi,,"Harrison, 1967","Dipodillus jamesi Harrison, 1967",Species
Rodentia,Muridae,Dipodillus,lowei,,"Thomas and Hinton, 1923","Dipodillus lowei Thomas and Hinton, 1923",Species
Rodentia,Muridae,Dipodillus,mackilligini,,"Thomas, 1904","Dipodillus mackilligini Thomas, 1904",Species
Rodentia,Muridae,Dipodillus,maghrebi,,"Schlitter and Setzer, 1972","Dipodillus maghrebi Schlitter and Setzer, 1972",Species
Rodentia,Muridae,Dipodillus,rupicola,,"Granjon, Aniskin, Volobouev, and Sicard, 2002","Dipodillus rupicola Granjon, Aniskin, Volobouev, and Sicard, 2002",Species
Rodentia,Muridae,Dipodillus,simoni,,"Lataste, 1881","Dipodillus simoni Lataste, 1881",Species
Rodentia,Muridae,Dipodillus,somalicus,,"Thomas, 1910","Dipodillus somalicus Thomas, 1910",Species
Rodentia,Muridae,Dipodillus,stigmonyx,,"Heuglin, 1877","Dipodillus stigmonyx Heuglin, 1877",Species
Rodentia,Muridae,Dipodillus,zakariai,,"Cockrum, Vaughn, and Vaughn`, 1976","Dipodillus zakariai Cockrum, Vaughn, and Vaughn`, 1976",Species
Rodentia,Muridae,Gerbilliscus,,,"Thomas, 1897","Gerbilliscus Thomas, 1897",Genus
Rodentia,Muridae,Gerbilliscus,afra,,"Gray, 1830","Gerbilliscus afra Gray, 1830",Species
Rodentia,Muridae,Gerbilliscus,boehmi,,"Noack, 1887","Gerbilliscus boehmi Noack, 1887",Species
Rodentia,Muridae,Gerbilliscus,brantsii,,"Smith, 1836","Gerbilliscus brantsii Smith, 1836",Species
Rodentia,Muridae,Gerbilliscus,guineae,,"Thomas, 1910","Gerbilliscus guineae Thomas, 1910",Species
Rodentia,Muridae,Gerbilliscus,inclusus,,"Thomas and Wroughton, 1908","Gerbilliscus inclusus Thomas and Wroughton, 1908",Species
Rodentia,Muridae,Gerbilliscus,kempi,,"Wroughton, 1906","Gerbilliscus kempi Wroughton, 1906",Species
Rodentia,Muridae,Gerbilliscus,leucogaster,,"Peters, 1852","Gerbilliscus leucogaster Peters, 1852",Species
Rodentia,Muridae,Gerbilliscus,nigricaudus,,"Peters, 1879","Gerbilliscus nigricaudus Peters, 1879",Species
Rodentia,Muridae,Gerbilliscus,phillipsi,,"de Winton, 1898","Gerbilliscus phillipsi de Winton, 1898",Species
Rodentia,Muridae,Gerbilliscus,robustus,,"Cretzschmar, 1826","Gerbilliscus robustus Cretzschmar, 1826",Species
Rodentia,Muridae,Gerbilliscus,validus,,"Bocage, 1890","Gerbilliscus validus Bocage, 1890",Species
Rodentia,Muridae,Gerbillurus,,,"Shortridge, 1942","Gerbillurus Shortridge, 1942",Genus
Rodentia,Muridae,Gerbillurus,paeba,,"A. Smith, 1836","Gerbillurus paeba A. Smith, 1836",Species
Rodentia,Muridae,Gerbillurus,setzeri,,"Schlitter, 1973","Gerbillurus setzeri Schlitter, 1973",Species
Rodentia,Muridae,Gerbillurus,tytonis,,"Bauer and Niethammer, 1959","Gerbillurus tytonis Bauer and Niethammer, 1959",Species
Rodentia,Muridae,Gerbillurus,vallinus,,"Thomas, 1918","Gerbillurus vallinus Thomas, 1918",Species
Rodentia,Muridae,Gerbillus,,,"Desmarest, 1804","Gerbillus Desmarest, 1804",Genus
Rodentia,Muridae,Gerbillus,acticola,,"Thomas, 1918","Gerbillus acticola Thomas, 1918",Species
Rodentia,Muridae,Gerbillus,agag,,"Thomas, 1903","Gerbillus agag Thomas, 1903",Species
Rodentia,Muridae,Gerbillus,amoenus,,"de Winton, 1902","Gerbillus amoenus de Winton, 1902",Species
Rodentia,Muridae,Gerbillus,andersoni,,"de Winton, 1902","Gerbillus andersoni de Winton, 1902",Species
Rodentia,Muridae,Gerbillus,aquilus,,"Schlitter and Setzer, 1972","Gerbillus aquilus Schlitter and Setzer, 1972",Species
Rodentia,Muridae,Gerbillus,brockmani,,"Thomas, 1910","Gerbillus brockmani Thomas, 1910",Species
Rodentia,Muridae,Gerbillus,burtoni,,"F. Cuvier, 1838","Gerbillus burtoni F. Cuvier, 1838",Species
Rodentia,Muridae,Gerbillus,cheesmani,,"Thomas, 1919","Gerbillus cheesmani Thomas, 1919",Species
Rodentia,Muridae,Gerbillus,dongolanus,,"Heuglin, 1877","Gerbillus dongolanus Heuglin, 1877",Species
Rodentia,Muridae,Gerbillus,dunni,,"Thomas, 1904","Gerbillus dunni Thomas, 1904",Species
Rodentia,Muridae,Gerbillus,famulus,,"Yerbury and Thomas, 1895","Gerbillus famulus Yerbury and Thomas, 1895",Species
Rodentia,Muridae,Gerbillus,floweri,,"Thomas, 1919","Gerbillus floweri Thomas, 1919",Species
Rodentia,Muridae,Gerbillus,garamantis,,"Lataste, 1881","Gerbillus garamantis Lataste, 1881",Species
Rodentia,Muridae,Gerbillus,gerbillus,,"Olivier, 1801","Gerbillus gerbillus Olivier, 1801",Species
Rodentia,Muridae,Gerbillus,gleadowi,,"Murray, 1886","Gerbillus gleadowi Murray, 1886",Species
Rodentia,Muridae,Gerbillus,grobbeni,,"Klaptocz, 1909","Gerbillus grobbeni Klaptocz, 1909",Species
Rodentia,Muridae,Gerbillus,henleyi,,"de Winton, 1903","Gerbillus henleyi de Winton, 1903",Species
Rodentia,Muridae,Gerbillus,hesperinus,,"Cabrera, 1936","Gerbillus hesperinus Cabrera, 1936",Species
Rodentia,Muridae,Gerbillus,hoogstraali,,"Lay, 1975","Gerbillus hoogstraali Lay, 1975",Species
Rodentia,Muridae,Gerbillus,latastei,,"Thomas and Trouessart, 1903","Gerbillus latastei Thomas and Trouessart, 1903",Species
Rodentia,Muridae,Gerbillus,mauritaniae,,"Heim de Balsac, 1943","Gerbillus mauritaniae Heim de Balsac, 1943",Species
Rodentia,Muridae,Gerbillus,mesopotamiae,,"Harrison, 1956","Gerbillus mesopotamiae Harrison, 1956",Species
Rodentia,Muridae,Gerbillus,muriculus,,"Thomas and Hinton, 1923","Gerbillus muriculus Thomas and Hinton, 1923",Species
Rodentia,Muridae,Gerbillus,nancillus,,"Thomas and Hinton, 1923","Gerbillus nancillus Thomas and Hinton, 1923",Species
Rodentia,Muridae,Gerbillus,nanus,,"Blanford, 1875","Gerbillus nanus Blanford, 1875",Species
Rodentia,Muridae,Gerbillus,nigeriae,,"Thomas and Hinton, 1920","Gerbillus nigeriae Thomas and Hinton, 1920",Species
Rodentia,Muridae,Gerbillus,occiduus,,"Lay, 1975","Gerbillus occiduus Lay, 1975",Species
Rodentia,Muridae,Gerbillus,perpallidus,,"Setzer, 1958","Gerbillus perpallidus Setzer, 1958",Species
Rodentia,Muridae,Gerbillus,poecilops,,"Yerbury and Thomas, 1895","Gerbillus poecilops Yerbury and Thomas, 1895",Species
Rodentia,Muridae,Gerbillus,principulus,,"Thomas and Hinton, 1923","Gerbillus principulus Thomas and Hinton, 1923",Species
Rodentia,Muridae,Gerbillus,pulvinatus,,"Rhoads, 1896","Gerbillus pulvinatus Rhoads, 1896",Species
Rodentia,Muridae,Gerbillus,pusillus,,"Peters, 1879","Gerbillus pusillus Peters, 1879",Species
Rodentia,Muridae,Gerbillus,pyramidum,,"Geoffroy, 1803","Gerbillus pyramidum Geoffroy, 1803",Species
Rodentia,Muridae,Gerbillus,rosalinda,,"St. Leger, 1929","Gerbillus rosalinda St. Leger, 1929",Species
Rodentia,Muridae,Gerbillus,syrticus,,"Misonne, 1974","Gerbillus syrticus Misonne, 1974",Species
Rodentia,Muridae,Gerbillus,tarabuli,,"Thomas, 1902","Gerbillus tarabuli Thomas, 1902",Species
Rodentia,Muridae,Gerbillus,vivax,,"Thomas, 1902","Gerbillus vivax Thomas, 1902",Species
Rodentia,Muridae,Gerbillus,watersi,,"de Winton, 1901","Gerbillus watersi de Winton, 1901",Species
Rodentia,Muridae,Meriones,,,"Illiger, 1811","Meriones Illiger, 1811",Genus
Rodentia,Muridae,Meriones,arimalius,,"Cheesman and Hinton, 1924","Meriones arimalius Cheesman and Hinton, 1924",Species
Rodentia,Muridae,Meriones,chengi,,"Wang, 1964","Meriones chengi Wang, 1964",Species
Rodentia,Muridae,Meriones,crassus,,"Sundevall, 1842","Meriones crassus Sundevall, 1842",Species
Rodentia,Muridae,Meriones,dahli,,"Shidlovsky, 1962","Meriones dahli Shidlovsky, 1962",Species
Rodentia,Muridae,Meriones,grandis,,"Cabrera, 1907","Meriones grandis Cabrera, 1907",Species
Rodentia,Muridae,Meriones,hurrianae,,"Jordon, 1867","Meriones hurrianae Jordon, 1867",Species
Rodentia,Muridae,Meriones,libycus,,"Lichtenstein, 1823","Meriones libycus Lichtenstein, 1823",Species
Rodentia,Muridae,Meriones,meridianus,,"Pallas, 1773","Meriones meridianus Pallas, 1773",Species
Rodentia,Muridae,Meriones,persicus,,"Blanford, 1875","Meriones persicus Blanford, 1875",Species
Rodentia,Muridae,Meriones,rex,,"Yerbury and Thomas, 1895","Meriones rex Yerbury and Thomas, 1895",Species
Rodentia,Muridae,Meriones,sacramenti,,"Thomas, 1922","Meriones sacramenti Thomas, 1922",Species
Rodentia,Muridae,Meriones,shawi,,"Duvernoy, 1842","Meriones shawi Duvernoy, 1842",Species
Rodentia,Muridae,Meriones,tamariscinus,,"Pallas, 1773","Meriones tamariscinus Pallas, 1773",Species
Rodentia,Muridae,Meriones,tristrami,,"Thomas, 1892","Meriones tristrami Thomas, 1892",Species
Rodentia,Muridae,Meriones,unguiculatus,,"Milne-Edwards, 1867","Meriones unguiculatus Milne-Edwards, 1867",Species
Rodentia,Muridae,Meriones,vinogradovi,,"Heptner, 1931","Meriones vinogradovi Heptner, 1931",Species
Rodentia,Muridae,Meriones,zarudnyi,,"Heptner, 1937","Meriones zarudnyi Heptner, 1937",Species
Rodentia,Muridae,Microdillus,,,"Thomas, 1910","Microdillus Thomas, 1910",Genus
Rodentia,Muridae,Microdillus,peeli,,"de Winton, 1898","Microdillus peeli de Winton, 1898",Species
Rodentia,Muridae,Pachyuromys,,,"Lataste, 1880","Pachyuromys Lataste, 1880",Genus
Rodentia,Muridae,Pachyuromys,duprasi,,"Lataste, 1880","Pachyuromys duprasi Lataste, 1880",Species
Rodentia,Muridae,Psammomys,,,"Cretzschmar, 1828","Psammomys Cretzschmar, 1828",Genus
Rodentia,Muridae,Psammomys,obesus,,"Cretzschmar, 1828","Psammomys obesus Cretzschmar, 1828",Species
Rodentia,Muridae,Psammomys,vexillaris,,"Thomas, 1925","Psammomys vexillaris Thomas, 1925",Species
Rodentia,Muridae,Rhombomys,,,"Wagner, 1841","Rhombomys Wagner, 1841",Genus
Rodentia,Muridae,Rhombomys,opimus,,"Lichtenstein, 1823","Rhombomys opimus Lichtenstein, 1823",Species
Rodentia,Muridae,Sekeetamys,,,"Ellerman, 1947","Sekeetamys Ellerman, 1947",Genus
Rodentia,Muridae,Sekeetamys,calurus,,"Thomas, 1892","Sekeetamys calurus Thomas, 1892",Species
Rodentia,Muridae,Tatera,,,"Lataste, 1882","Tatera Lataste, 1882",Genus
Rodentia,Muridae,Tatera,indica,,"Hardwicke, 1807","Tatera indica Hardwicke, 1807",Species
Rodentia,Muridae,Taterillus,,,"Thomas, 1910","Taterillus Thomas, 1910",Genus
Rodentia,Muridae,Taterillus,arenarius,,"Robbins, 1974","Taterillus arenarius Robbins, 1974",Species
Rodentia,Muridae,Taterillus,congicus,,"Thomas, 1915","Taterillus congicus Thomas, 1915",Species
Rodentia,Muridae,Taterillus,emini,,"Thomas, 1892","Taterillus emini Thomas, 1892",Species
Rodentia,Muridae,Taterillus,gracilis,,"Thomas, 1892","Taterillus gracilis Thomas, 1892",Species
Rodentia,Muridae,Taterillus,harringtoni,,"Thomas, 1906","Taterillus harringtoni Thomas, 1906",Species
Rodentia,Muridae,Taterillus,lacustris,,"Thomas and Wroughton, 1907","Taterillus lacustris Thomas and Wroughton, 1907",Species
Rodentia,Muridae,Taterillus,petteri,,"Sicard, Tranier, and Gautun, 1988","Taterillus petteri Sicard, Tranier, and Gautun, 1988",Species
Rodentia,Muridae,Taterillus,pygargus,,"F. Cuvier, 1838","Taterillus pygargus F. Cuvier, 1838",Species
Rodentia,Muridae,Taterillus,tranieri,,"Dobigny, Granjon, Aniskin, Ba, and Volobouev, 2003","Taterillus tranieri Dobigny, Granjon, Aniskin, Ba, and Volobouev, 2003",Species
Rodentia,Muridae,Leimacomys,,,"Matschie, 1893","Leimacomys Matschie, 1893",Genus
Rodentia,Muridae,Leimacomys,büttneri,,"Matschie, 1893","Leimacomys büttneri Matschie, 1893",Species
Rodentia,Muridae,Abditomys,,,"Musser, 1982","Abditomys Musser, 1982",Genus
Rodentia,Muridae,Abditomys,latidens,,"Sanborn, 1952","Abditomys latidens Sanborn, 1952",Species
Rodentia,Muridae,Abeomelomys,,,"Menzies, 1990","Abeomelomys Menzies, 1990",Genus
Rodentia,Muridae,Abeomelomys,sevia,,"Tate and Archbold, 1935","Abeomelomys sevia Tate and Archbold, 1935",Species
Rodentia,Muridae,Aethomys,,,"Thomas, 1915","Aethomys Thomas, 1915",Genus
Rodentia,Muridae,Aethomys,bocagei,,"Thomas, 1904","Aethomys bocagei Thomas, 1904",Species
Rodentia,Muridae,Aethomys,chrysophilus,,"de Winton, 1896","Aethomys chrysophilus de Winton, 1896",Species
Rodentia,Muridae,Aethomys,hindei,,"Thomas, 1902","Aethomys hindei Thomas, 1902",Species
Rodentia,Muridae,Aethomys,ineptus,,"Thomas and Wroughton, 1908","Aethomys ineptus Thomas and Wroughton, 1908",Species
Rodentia,Muridae,Aethomys,kaiseri,,"Noack, 1887","Aethomys kaiseri Noack, 1887",Species
Rodentia,Muridae,Aethomys,nyikae,,"Thomas, 1897","Aethomys nyikae Thomas, 1897",Species
Rodentia,Muridae,Aethomys,silindensis,,"Roberts, 1938","Aethomys silindensis Roberts, 1938",Species
Rodentia,Muridae,Aethomys,stannarius,,"Thomas, 1913","Aethomys stannarius Thomas, 1913",Species
Rodentia,Muridae,Aethomys,thomasi,,"de Winton, 1897","Aethomys thomasi de Winton, 1897",Species
Rodentia,Muridae,Anisomys,,,"Thomas, 1903","Anisomys Thomas, 1903",Genus
Rodentia,Muridae,Anisomys,imitator,,"Thomas, 1903","Anisomys imitator Thomas, 1903",Species
Rodentia,Muridae,Anonymomys,,,"Musser, 1981","Anonymomys Musser, 1981",Genus
Rodentia,Muridae,Anonymomys,mindorensis,,"Musser, 1981","Anonymomys mindorensis Musser, 1981",Species
Rodentia,Muridae,Apodemus,,,"Kaup, 1829","Apodemus Kaup, 1829",Genus
Rodentia,Muridae,Apodemus,agrarius,,"Pallas, 1771","Apodemus agrarius Pallas, 1771",Species
Rodentia,Muridae,Apodemus,alpicola,,"Heinrich, 1952","Apodemus alpicola Heinrich, 1952",Species
Rodentia,Muridae,Apodemus,argenteus,,"Temminck, 1844","Apodemus argenteus Temminck, 1844",Species
Rodentia,Muridae,Apodemus,chevrieri,,"Milne-Edwards, 1868","Apodemus chevrieri Milne-Edwards, 1868",Species
Rodentia,Muridae,Apodemus,draco,,"Barrett-Hamilton, 1900","Apodemus draco Barrett-Hamilton, 1900",Species
Rodentia,Muridae,Apodemus,epimelas,,"Nehring, 1902","Apodemus epimelas Nehring, 1902",Species
Rodentia,Muridae,Apodemus,flavicollis,,"Melchior, 1834","Apodemus flavicollis Melchior, 1834",Species
Rodentia,Muridae,Apodemus,gurkha,,"Thomas, 1924","Apodemus gurkha Thomas, 1924",Species
Rodentia,Muridae,Apodemus,hyrcanicus,,"Vorontsov, Boyeskorov, and Mezhzherin, 1992","Apodemus hyrcanicus Vorontsov, Boyeskorov, and Mezhzherin, 1992",Species
Rodentia,Muridae,Apodemus,latronum,,"Thomas, 1911","Apodemus latronum Thomas, 1911",Species
Rodentia,Muridae,Apodemus,mystacinus,,"Danford and Alston, 1877","Apodemus mystacinus Danford and Alston, 1877",Species
Rodentia,Muridae,Apodemus,pallipes,,"Barrett-Hamilton, 1900","Apodemus pallipes Barrett-Hamilton, 1900",Species
Rodentia,Muridae,Apodemus,peninsulae,,"Thomas, 1906","Apodemus peninsulae Thomas, 1906",Species
Rodentia,Muridae,Apodemus,ponticus,,"Sviridenko, 1936","Apodemus ponticus Sviridenko, 1936",Species
Rodentia,Muridae,Apodemus,rusiges,,"Miller, 1913","Apodemus rusiges Miller, 1913",Species
Rodentia,Muridae,Apodemus,semotus,,"Thomas, 1908","Apodemus semotus Thomas, 1908",Species
Rodentia,Muridae,Apodemus,speciosus,,"Temminck, 1844","Apodemus speciosus Temminck, 1844",Species
Rodentia,Muridae,Apodemus,sylvaticus,,"Linnaeus, 1758","Apodemus sylvaticus Linnaeus, 1758",Species
Rodentia,Muridae,Apodemus,uralensis,,"Pallas, 1811","Apodemus uralensis Pallas, 1811",Species
Rodentia,Muridae,Apodemus,witherbyi,,"Thomas, 1902","Apodemus witherbyi Thomas, 1902",Species
Rodentia,Muridae,Apomys,,,"Mearns, 1905","Apomys Mearns, 1905",Genus
Rodentia,Muridae,Apomys,abrae,,"Sanborn, 1952","Apomys abrae Sanborn, 1952",Species
Rodentia,Muridae,Apomys,datae,,"Meyer, 1899","Apomys datae Meyer, 1899",Species
Rodentia,Muridae,Apomys,gracilirostris,,"Ruedas, 1995","Apomys gracilirostris Ruedas, 1995",Species
Rodentia,Muridae,Apomys,hylocetes,,"Mearns, 1905","Apomys hylocetes Mearns, 1905",Species
Rodentia,Muridae,Apomys,insignis,,"Mearns, 1905","Apomys insignis Mearns, 1905",Species
Rodentia,Muridae,Apomys,littoralis,,"Sanborn, 1952","Apomys littoralis Sanborn, 1952",Species
Rodentia,Muridae,Apomys,microdon,,"Hollister, 1913 (not Peters, 1852)","Apomys microdon Hollister, 1913 (not Peters, 1852)",Species
Rodentia,Muridae,Apomys,musculus,,"Miller, 1911","Apomys musculus Miller, 1911",Species
Rodentia,Muridae,Apomys,sacobianus,,"Johnson, 1962","Apomys sacobianus Johnson, 1962",Species
Rodentia,Muridae,Archboldomys,,,"Musser, 1982","Archboldomys Musser, 1982",Genus
Rodentia,Muridae,Archboldomys,luzonensis,,"Musser, 1982","Archboldomys luzonensis Musser, 1982",Species
Rodentia,Muridae,Archboldomys,musseri,,"Rickart, Heaney, Tabaranza, Jr., and Balete, 1998","Archboldomys musseri Rickart, Heaney, Tabaranza, Jr., and Balete, 1998",Species
Rodentia,Muridae,Arvicanthis,,,"Lesson, 1842","Arvicanthis Lesson, 1842",Genus
Rodentia,Muridae,Arvicanthis,abyssinicus,,"Rüppell, 1842","Arvicanthis abyssinicus Rüppell, 1842",Species
Rodentia,Muridae,Arvicanthis,ansorgei,,"Thomas, 1910","Arvicanthis ansorgei Thomas, 1910",Species
Rodentia,Muridae,Arvicanthis,blicki,,"Frick, 1914","Arvicanthis blicki Frick, 1914",Species
Rodentia,Muridae,Arvicanthis,nairobae,,"J. A. Allen, 1909","Arvicanthis nairobae J. A. Allen, 1909",Species
Rodentia,Muridae,Arvicanthis,neumanni,,"Matschie, 1894","Arvicanthis neumanni Matschie, 1894",Species
Rodentia,Muridae,Arvicanthis,niloticus,,"É. Geoffroy, 1803","Arvicanthis niloticus É. Geoffroy, 1803",Species
Rodentia,Muridae,Arvicanthis,rufinus,,"Temminck, 1853","Arvicanthis rufinus Temminck, 1853",Species
Rodentia,Muridae,Bandicota,,,"Gray, 1873","Bandicota Gray, 1873",Genus
Rodentia,Muridae,Bandicota,bengalensis,,"Gray, 1835","Bandicota bengalensis Gray, 1835",Species
Rodentia,Muridae,Bandicota,indica,,"Bechstein, 1800","Bandicota indica Bechstein, 1800",Species
Rodentia,Muridae,Bandicota,savilei,,"Thomas, 1916","Bandicota savilei Thomas, 1916",Species
Rodentia,Muridae,Batomys,,,"Thomas, 1895","Batomys Thomas, 1895",Genus
Rodentia,Muridae,Batomys,dentatus,,"Miller, 1911","Batomys dentatus Miller, 1911",Species
Rodentia,Muridae,Batomys,granti,,"Thomas, 1895","Batomys granti Thomas, 1895",Species
Rodentia,Muridae,Batomys,russatus,,"Musser, Heaney, and Tabaranza, Jr., 1998","Batomys russatus Musser, Heaney, and Tabaranza, Jr., 1998",Species
Rodentia,Muridae,Batomys,salomonseni,,"Sanborn, 1953","Batomys salomonseni Sanborn, 1953",Species
Rodentia,Muridae,Berylmys,,,"Ellerman, 1947","Berylmys Ellerman, 1947",Genus
Rodentia,Muridae,Berylmys,berdmorei,,"Blyth, 1851","Berylmys berdmorei Blyth, 1851",Species
Rodentia,Muridae,Berylmys,bowersi,,"Anderson, 1879","Berylmys bowersi Anderson, 1879",Species
Rodentia,Muridae,Berylmys,mackenziei,,"Thomas, 1916","Berylmys mackenziei Thomas, 1916",Species
Rodentia,Muridae,Berylmys,manipulus,,"Thomas, 1916","Berylmys manipulus Thomas, 1916",Species
Rodentia,Muridae,Bullimus,,,"Mearns, 1905","Bullimus Mearns, 1905",Genus
Rodentia,Muridae,Bullimus,bagobus,,"Mearns, 1905","Bullimus bagobus Mearns, 1905",Species
Rodentia,Muridae,Bullimus,gamay,,"Rickart, Heaney, and Tabaranza, Jr., 2002","Bullimus gamay Rickart, Heaney, and Tabaranza, Jr., 2002",Species
Rodentia,Muridae,Bullimus,luzonicus,,"Thomas, 1895","Bullimus luzonicus Thomas, 1895",Species
Rodentia,Muridae,Bunomys,,,"Thomas, 1910","Bunomys Thomas, 1910",Genus
Rodentia,Muridae,Bunomys,andrewsi,,"J. A. Allen, 1911","Bunomys andrewsi J. A. Allen, 1911",Species
Rodentia,Muridae,Bunomys,chrysocomus,,"Hoffmann, 1887","Bunomys chrysocomus Hoffmann, 1887",Species
Rodentia,Muridae,Bunomys,coelestis,,"Thomas, 1896","Bunomys coelestis Thomas, 1896",Species
Rodentia,Muridae,Bunomys,fratrorum,,"Thomas, 1896","Bunomys fratrorum Thomas, 1896",Species
Rodentia,Muridae,Bunomys,penitus,,"Miller and Hollister, 1921","Bunomys penitus Miller and Hollister, 1921",Species
Rodentia,Muridae,Bunomys,prolatus,,"Musser, 1991","Bunomys prolatus Musser, 1991",Species
Rodentia,Muridae,Carpomys,,,"Thomas, 1895","Carpomys Thomas, 1895",Genus
Rodentia,Muridae,Carpomys,melanurus,,"Thomas, 1895","Carpomys melanurus Thomas, 1895",Species
Rodentia,Muridae,Carpomys,phaeurus,,"Thomas, 1895","Carpomys phaeurus Thomas, 1895",Species
Rodentia,Muridae,Chiromyscus,,,"Thomas, 1925","Chiromyscus Thomas, 1925",Genus
Rodentia,Muridae,Chiromyscus,chiropus,,"Thomas, 1891","Chiromyscus chiropus Thomas, 1891",Species
Rodentia,Muridae,Chiropodomys,,,"Peters, 1869","Chiropodomys Peters, 1869",Genus
Rodentia,Muridae,Chiropodomys,calamianensis,,"Taylor, 1934","Chiropodomys calamianensis Taylor, 1934",Species
Rodentia,Muridae,Chiropodomys,gliroides,,"Blyth, 1856","Chiropodomys gliroides Blyth, 1856",Species
Rodentia,Muridae,Chiropodomys,karlkoopmani,,"Musser, 1979","Chiropodomys karlkoopmani Musser, 1979",Species
Rodentia,Muridae,Chiropodomys,major,,"Thomas, 1893","Chiropodomys major Thomas, 1893",Species
Rodentia,Muridae,Chiropodomys,muroides,,"Medway, 1965","Chiropodomys muroides Medway, 1965",Species
Rodentia,Muridae,Chiropodomys,pusillus,,"Thomas, 1893","Chiropodomys pusillus Thomas, 1893",Species
Rodentia,Muridae,Chiruromys,,,"Thomas, 1888","Chiruromys Thomas, 1888",Genus
Rodentia,Muridae,Chiruromys,forbesi,,"Thomas, 1888","Chiruromys forbesi Thomas, 1888",Species
Rodentia,Muridae,Chiruromys,lamia,,"Thomas, 1897","Chiruromys lamia Thomas, 1897",Species
Rodentia,Muridae,Chiruromys,vates,,"Thomas, 1908","Chiruromys vates Thomas, 1908",Species
Rodentia,Muridae,Chrotomys,,,"Thomas, 1895","Chrotomys Thomas, 1895",Genus
Rodentia,Muridae,Chrotomys,gonzalesi,,"Rickart and Heaney, 1991","Chrotomys gonzalesi Rickart and Heaney, 1991",Species
Rodentia,Muridae,Chrotomys,mindorensis,,"Kellogg, 1945","Chrotomys mindorensis Kellogg, 1945",Species
Rodentia,Muridae,Chrotomys,silaceus,,"Thomas, 1895","Chrotomys silaceus Thomas, 1895",Species
Rodentia,Muridae,Chrotomys,whiteheadi,,"Thomas, 1895","Chrotomys whiteheadi Thomas, 1895",Species
Rodentia,Muridae,Coccymys,,,"Menzies, 1990","Coccymys Menzies, 1990",Genus
Rodentia,Muridae,Coccymys,albidens,,"Tate, 1951","Coccymys albidens Tate, 1951",Species
Rodentia,Muridae,Coccymys,ruemmleri,,"Tate and Archbold, 1941","Coccymys ruemmleri Tate and Archbold, 1941",Species
Rodentia,Muridae,Colomys,,,"Thomas and Wroughton, 1907","Colomys Thomas and Wroughton, 1907",Genus
